"id","device","accX","accY","accZ","millis","created"
4750912,"pilot99",10.81461,0.533907,1.862689,649859817,"2020-08-04T12:36:58.380Z"
4750914,"pilot99",9.957485,0.05985504,0.7924808,649859818,"2020-08-04T12:36:59.227Z"
4750916,"pilot99",9.588778,0.3256114,1.359907,649859819,"2020-08-04T12:37:00.253Z"
4750918,"pilot99",10.11311,0.4836287,-2.30801,649859820,"2020-08-04T12:37:01.277Z"
4750920,"pilot99",10.03649,-0.4429273,1.467646,649859821,"2020-08-04T12:37:02.300Z"
4750922,"pilot99",10.97981,1.046266,-1.558625,649859822,"2020-08-04T12:37:03.217Z"
4750924,"pilot99",9.545682,0.557849,0.4477157,649859823,"2020-08-04T12:37:04.240Z"
4750926,"pilot99",10.33816,-0.05985504,1.879448,649859824,"2020-08-04T12:37:05.213Z"
4750928,"pilot99",9.339781,0.2873042,-0.605733,649859825,"2020-08-04T12:37:06.290Z"
4750930,"pilot99",9.830592,0.3399766,-0.8978256,649859826,"2020-08-04T12:37:07.323Z"
4750932,"pilot99",9.979033,-0.332794,-1.891419,649859827,"2020-08-04T12:37:08.250Z"
4750934,"pilot99",9.828198,-0.3687071,0.05506664,649859828,"2020-08-04T12:37:09.257Z"
4750936,"pilot99",10.13226,-0.320823,-0.3806781,649859829,"2020-08-04T12:37:10.233Z"
4750938,"pilot99",9.526528,-0.1532289,-0.5889736,649859830,"2020-08-04T12:37:11.300Z"
